Images	10px 20px 30px 40px
img00	40.61	36.04	37.30	35.25
img01	21.98	21.29	20.47	20.30	
img02	21.39	20.78	20.21	19.36	
img03	33.96	35.73	36.78	36.94	
img04	14.81	14.66	14.41	14.31	
img05	49.10	52.26	53.63	54.22	
img06	47.01	51.53	52.53	53.00
