Images	30x30 45x30 45x45 60x45 60x60 75x60 
img00	35.64	31.76	27.42	25.26	21.53	19.3
img01	27.91	29.14	30.63	30.49	29.57	29.1
img02	26.39	26.70	27.78	28.19	27.91	27.5	
img03	42.65	42.78	42.56	42.72	42.45	42.2	
img04	15.42	15.95	16.37	16.68	16.69	17.1	
img05	62.73	62.55	62.24	62.81	56.61	62.5	
img06	62.21	62.35	62.74	63.24	52.19	62.7
