Image	4px		8px		10px	16px	20px	24px	30px	40px
img00	16,21 	16,21 	16,21 	15,59 	16,11 	15,49 	15,01 	15,01 	
img01	144,24	153,85	150,10	139,34	145,37	146,53	143,12	153,85	
img02	115,11	118,34	120,45	120,45	115,50	113,94	120,45	110,58	
img03	236,52	234,24	252,46	257,42	255,49	255,11	249,87	242,75	
img04	141,92	141,52	152,96	142,05	153,74	147,02	144,91	141,13	
img05	238,11	237,98	257,05	260,35	261,11	248,45	249,85	246,67	
img06	166,28	165,77	179,35	181,12	180,90	175,61	171,67	169,20	
