Image	4px		8px		10px	16px	20px	24px	30px	40px  	
img00	34.51	31.79	31.79	30.58	28.42	26.84	29.83 	30.97
img01	188.39	199.59	191.32	189.36	190.34	186.49	194.34	181.90
img02	127.75	134.90	132.26	131.74	132.78	125.84	129.22	127.27
img03	242.92	257.22	262.37	265.44	266.27	264.82	256.26	252.83
img04	152.04	158.90	166.96	151.58	162.30	156.92	158.23	154.68
img05	244.50	260.65	263.58	269.31	265.15	257.49	256.16	253.83
img06	167.71	178.54	181.79	183.43	182.98	177.89	173.38	171.07
