Images	M1		M2		M1_more	M2_more
img00	32.65	32.65	31.79	16.21 
img01	171.74	175.00	191.32	150.10
img02	116.30	123.54	132.26	120.45
img03	205.81	217.36	262.37	252.46
img04	129.65	139.18	166.96	152.96
img05	202.81	203.18	263.58	257.05
img06	139.93	152.27	181.79	179.35
